"Дата";"Регион название";"БольныеНаНаселение"
27.07.2020;Калужская область;0.12111345907717219
27.07.2020;Камчатский край;0.1128163849954208
27.07.2020;Карачаево-Черкесская Республика;0.2792163927043459
27.07.2020;Кемеровская область (Кузбасс);0.04257284151691206
27.07.2020;Кировская область;0.01634258693354512
27.07.2020;Костромская область;0.08795834491751324
27.07.2020;Краснодарский край;0.018547346340015817
27.07.2020;Красноярский край;0.0390852385483355
27.07.2020;Курганская область;0.07971265598075543
27.07.2020;Курская область;0.1292102037504136
27.07.2020;Ленинградская область;0.07019927678914037
27.07.2020;Липецкая область;0.0786446393779373
27.07.2020;Магаданская область;0.2426046238636893
27.07.2020;Москва;0.46531808295401345
27.07.2020;Московская область;0.21169873901674283
27.07.2020;Мурманская область;0.5414132099970066
27.07.2020;Ненецкий автономный округ;0.43541929806902413
27.07.2020;Нижегородская область;0.13265313693290862
27.07.2020;Новгородская область;0.19904214794037312
27.07.2020;Новосибирская область;0.05758648101779623
27.07.2020;Омская область;0.12150372502827325
27.07.2020;Оренбургская область;0.07840919269230659
27.07.2020;Орловская область;0.16647775099799667
27.07.2020;Пензенская область;0.06469929738343855
27.07.2020;Пермский край;0.05351311474320621
27.07.2020;Приморский край;0.0777895491379862
27.07.2020;Псковская область;0.17648819903488064
27.07.2020;Республика Адыгея;0.13293916875050416
27.07.2020;Республика Алтай;0.20282474068765186
27.07.2020;Республика Башкортостан;0.03978476148708519
27.07.2020;Республика Бурятия;0.0766297757392829
27.07.2020;Республика Дагестан;0.019806785922354884
27.07.2020;Республика Ингушетия;0.13868801373181108
27.07.2020;Республика Калмыкия;0.24145555946887037
27.07.2020;Республика Карелия;0.14143794401600224
27.07.2020;Республика Коми;0.16294290066904957
27.07.2020;Республика Крым;0.013862225897250674
27.07.2020;Республика Марий Эл;0.07738157175455386
27.07.2020;Республика Мордовия;0.12875768003361612
27.07.2020;Республика Саха (Якутия);0.03650202731430112
27.07.2020;Республика Северная Осетия — Алания;0.06172192359876271
27.07.2020;Республика Татарстан;0.02683053272070406
27.07.2020;Республика Тыва;0.6293810006331997
27.07.2020;Республика Хакасия;0.06713458890429494
27.07.2020;Ростовская область;0.055735397874107195
27.07.2020;Рязанская область;0.036393430176968625
27.07.2020;Самарская область;0.0588514273439406
27.07.2020;Санкт-Петербург;0.11194349066539218
27.07.2020;Саратовская область;0.15005234721428715
27.07.2020;Сахалинская область;0.30528081900942133
27.07.2020;Свердловская область;0.08817314595284732
27.07.2020;Севастополь;0.014002074139019658
27.07.2020;Смоленская область;0.1639471059536199
27.07.2020;Ставропольский край;0.0928194937565539
27.07.2020;Тамбовская область;0.10960814190840354
27.07.2020;Тверская область;0.046978389384530805
27.07.2020;Томская область;0.13550681243673787
27.07.2020;Тульская область;0.0799675571687597
27.07.2020;Тюменская область;0.08686118119196645
27.07.2020;Удмуртская Республика;0.029042682924526414
27.07.2020;Ульяновская область;0.21119999413269686
27.07.2020;Хабаровский край;0.20779482806943428
27.07.2020;Ханты-Мансийский автономный округ - Югра;0.22073246962285153
27.07.2020;Челябинская область;0.1279402788863327
27.07.2020;Чеченская Республика;0.04566120617759435
27.07.2020;Чувашская Республика;0.2386682755810954
27.07.2020;Чукотский автономный округ;0.007816209080698017
27.07.2020;Ямало-Ненецкий автономный округ;0.6183304335554742
27.07.2020;Ярославская область;0.05237145629218216
03.08.2020;Алтайский край;0.07889701019296608
03.08.2020;Амурская область;0.07926329154147957
03.08.2020;Архангельская область;0.04955500148703579
03.08.2020;Астраханская область;0.0872153672016868
03.08.2020;Белгородская область;0.03774495508027739
03.08.2020;Брянская область;0.10888447793372888
03.08.2020;Владимирская область;0.026968316581089072
03.08.2020;Волгоградская область;0.1432437951486243
03.08.2020;Вологодская область;0.0426013767686886
03.08.2020;Воронежская область;0.08064212038214597
03.08.2020;Еврейская автономная область;0.03165511269749175
03.08.2020;Забайкальский край;0.02761782785384443
03.08.2020;Ивановская область;0.1187183932693204
03.08.2020;Иркутская область;0.17999490771042165
03.08.2020;Кабардино-Балкарская Республика;0.04166119433816944
03.08.2020;Калининградская область;0.05291436189717809
03.08.2020;Калужская область;0.11872816894967632
03.08.2020;Камчатский край;0.12440586916830512
03.08.2020;Карачаево-Черкесская Республика;0.24830468102575412
03.08.2020;Кемеровская область (Кузбасс);0.04368606486625231
03.08.2020;Кировская область;0.04005492356055541
03.08.2020;Костромская область;0.0924883884325783
03.08.2020;Краснодарский край;0.020255486827687377
03.08.2020;Красноярский край;0.055330196018679265
03.08.2020;Курганская область;0.06437160222269567
03.08.2020;Курская область;0.11969268799879693
03.08.2020;Ленинградская область;0.07980806369397053
03.08.2020;Липецкая область;0.07390012702127716
03.08.2020;Магаданская область;0.24478578517345687
03.08.2020;Москва;0.4379950781124958
03.08.2020;Московская область;0.20612791997973484
03.08.2020;Мурманская область;0.47197112210110564
03.08.2020;Ненецкий автономный округ;0.43704278538471775
03.08.2020;Нижегородская область;0.10055529096865187
03.08.2020;Новгородская область;0.18368410291586146
03.08.2020;Новосибирская область;0.05068143063423554
03.08.2020;Омская область;0.11753887430453858
03.08.2020;Оренбургская область;0.0803089271628802
03.08.2020;Орловская область;0.16647775099799667
03.08.2020;Пензенская область;0.06679121630066132
03.08.2020;Пермский край;0.06155151870829601
03.08.2020;Приморский край;0.0813590417450667
03.08.2020;Псковская область;0.17318914444966607
03.08.2020;Республика Адыгея;0.14648831370492862
03.08.2020;Республика Алтай;0.16613809508523422
03.08.2020;Республика Башкортостан;0.03918707595749837
03.08.2020;Республика Бурятия;0.07211702053100473
03.08.2020;Республика Дагестан;0.017274986309398502
03.08.2020;Республика Ингушетия;0.11702715890666543
03.08.2020;Республика Калмыкия;0.2551492797051286
03.08.2020;Республика Карелия;0.14866704548688342
03.08.2020;Республика Коми;0.13146201286384168
03.08.2020;Республика Крым;0.01814704962639547
03.08.2020;Республика Марий Эл;0.06982346910212044
03.08.2020;Республика Мордовия;0.12976914471965748
03.08.2020;Республика Саха (Якутия);0.06347856616955369
03.08.2020;Республика Северная Осетия — Алания;0.05777269761651998
03.08.2020;Республика Татарстан;0.028000746001795748
03.08.2020;Республика Тыва;0.47991744425311295
03.08.2020;Республика Хакасия;0.0571148976861955
03.08.2020;Ростовская область;0.058230052813571354
03.08.2020;Рязанская область;0.04705541864673508
03.08.2020;Самарская область;0.05254400012024372
03.08.2020;Санкт-Петербург;0.12071735336311606
03.08.2020;Саратовская область;0.154588139078283
03.08.2020;Сахалинская область;0.3030658937354627
03.08.2020;Свердловская область;0.07394772867614244
03.08.2020;Севастополь;0.012628038826312122
03.08.2020;Смоленская область;0.1295776529937238
03.08.2020;Ставропольский край;0.09513016203548554
03.08.2020;Тамбовская область;0.10629087153538753
03.08.2020;Тверская область;0.056291727118981845
03.08.2020;Томская область;0.12935945606495
03.08.2020;Тульская область;0.07457637830562813
03.08.2020;Тюменская область;0.06067796329069005
03.08.2020;Удмуртская Республика;0.02517158409518447
03.08.2020;Ульяновская область;0.2216052895571401
03.08.2020;Хабаровский край;0.18933947249947677
03.08.2020;Ханты-Мансийский автономный округ - Югра;0.16834810493583455
03.08.2020;Челябинская область;0.1262389345134556
03.08.2020;Чеченская Республика;0.0476296187234606
03.08.2020;Чувашская Республика;0.22496411214948933
03.08.2020;Чукотский автономный округ;0.015632418161396034
03.08.2020;Ямало-Ненецкий автономный округ;0.3394053152012996
03.08.2020;Ярославская область;0.051186326354535794
10.08.2020;Алтайский край;0.07013135115157175
10.08.2020;Амурская область;0.05806080836390547
10.08.2020;Архангельская область;0.06898354514217618
10.08.2020;Астраханская область;0.08262434577944733
10.08.2020;Белгородская область;0.050796690463347664
10.08.2020;Брянская область;0.11501881471872769
10.08.2020;Владимирская область;0.03292787923832436
10.08.2020;Волгоградская область;0.14521558584961403
10.08.2020;Вологодская область;0.03610615403536048
10.08.2020;Воронежская область;0.0724456880767191
10.08.2020;Еврейская автономная область;0.035887551164008755
10.08.2020;Забайкальский край;0.024022450071521383
10.08.2020;Ивановская область;0.11784546390704598
10.08.2020;Иркутская область;0.16654817338622105
10.08.2020;Кабардино-Балкарская Республика;0.03745382619708699
10.08.2020;Калининградская область;0.05874585780658479
10.08.2020;Калужская область;0.1187563972352088
10.08.2020;Камчатский край;0.14590979487971156
10.08.2020;Карачаево-Черкесская Республика;0.2130426590811961
10.08.2020;Кемеровская область (Кузбасс);0.05127718789603914
10.08.2020;Кировская область;0.06200831690725226
10.08.2020;Костромская область;0.12293294558529495
10.08.2020;Краснодарский край;0.022037561754377558
10.08.2020;Красноярский край;0.0726876177119998
10.08.2020;Курганская область;0.04506012155588697
10.08.2020;Курская область;0.10170804181404618
10.08.2020;Ленинградская область;0.08488024301094646
10.08.2020;Липецкая область;0.06063536472569329
10.08.2020;Магаданская область;0.27006742762758057
10.08.2020;Москва;0.41508578943768476
10.08.2020;Московская область;0.20378992757459274
10.08.2020;Мурманская область;0.4151169529501892
10.08.2020;Ненецкий автономный округ;0.43801687777413395
10.08.2020;Нижегородская область;0.08659087311793918
10.08.2020;Новгородская область;0.17690018118724282
10.08.2020;Новосибирская область;0.04470866450127428
10.08.2020;Омская область;0.11244433265768097
10.08.2020;Оренбургская область;0.07967327456436127
10.08.2020;Орловская область;0.17963079333683699
10.08.2020;Пензенская область;0.03683922852175891
10.08.2020;Пермский край;0.06810314470423302
10.08.2020;Приморский край;0.08319606095289472
10.08.2020;Псковская область;0.17166305117215186
10.08.2020;Республика Адыгея;0.12710988545615876
10.08.2020;Республика Алтай;0.1221796322294802
10.08.2020;Республика Башкортостан;0.03479232941641879
10.08.2020;Республика Бурятия;0.06207577743091312
10.08.2020;Республика Дагестан;0.0175547431727086
10.08.2020;Республика Ингушетия;0.09899596083600362
10.08.2020;Республика Калмыкия;0.32185429570447704
10.08.2020;Республика Карелия;0.14632619358202664
10.08.2020;Республика Коми;0.1303747075106127
10.08.2020;Республика Крым;0.02341723351624952
10.08.2020;Республика Марий Эл;0.06551053517857117
10.08.2020;Республика Мордовия;0.13365529851339533
10.08.2020;Республика Саха (Якутия);0.09058843223496403
10.08.2020;Республика Северная Осетия — Алания;0.05038316652603487
10.08.2020;Республика Татарстан;0.028345573739797684
10.08.2020;Республика Тыва;0.28009985550968136
10.08.2020;Республика Хакасия;0.052330960234583036
10.08.2020;Ростовская область;0.05627020856669245
10.08.2020;Рязанская область;0.057297041979700696
10.08.2020;Самарская область;0.05250373994647543
10.08.2020;Санкт-Петербург;0.1304868506170465
10.08.2020;Саратовская область;0.1617340413499491
10.08.2020;Сахалинская область;0.3292369844724995
10.08.2020;Свердловская область;0.08739697389340324
10.08.2020;Севастополь;0.015964981728601852
10.08.2020;Смоленская область;0.1137171436155581
10.08.2020;Ставропольский край;0.10405148393361231
10.08.2020;Тамбовская область;0.10150847341428948
10.08.2020;Тверская область;0.06470377410493762
10.08.2020;Томская область;0.12321209969316212
10.08.2020;Тульская область;0.06997041554689583
10.08.2020;Тюменская область;0.03309360486102354
10.08.2020;Удмуртская Республика;0.02767363577756402
10.08.2020;Ульяновская область;0.23312216389807117
10.08.2020;Хабаровский край;0.1707335487605336
10.08.2020;Ханты-Мансийский автономный округ - Югра;0.13915648829858104
10.08.2020;Челябинская область;0.12573180301769413
10.08.2020;Чеченская Республика;0.048126692598679355
10.08.2020;Чувашская Республика;0.18888769884816564
10.08.2020;Чукотский автономный округ;0.019974756539561597
10.08.2020;Ямало-Ненецкий автономный округ;0.17279298344832086
10.08.2020;Ярославская область;0.05117503940274869
17.08.2020;Алтайский край;0.06281853018985371
17.08.2020;Амурская область;0.04605501409204704
17.08.2020;Архангельская область;0.0998943452394346
17.08.2020;Астраханская область;0.07147672801413192
17.08.2020;Белгородская область;0.05298119702110731
17.08.2020;Брянская область;0.11894714962142885
17.08.2020;Владимирская область;0.03818265883348661
17.08.2020;Волгоградская область;0.1449209504575121
17.08.2020;Вологодская область;0.040270380946634404
17.08.2020;Воронежская область;0.060686654126961816
17.08.2020;Еврейская автономная область;0.03315410132104986
17.08.2020;Забайкальский край;0.024488517561822524
17.08.2020;Ивановская область;0.11038332581018405
17.08.2020;Иркутская область;0.1642961573416466
17.08.2020;Кабардино-Балкарская Республика;0.03496240427824992
17.08.2020;Калининградская область;0.05937784258494414
17.08.2020;Калужская область;0.11648402024984292
17.08.2020;Камчатский край;0.17180504857849999
17.08.2020;Карачаево-Черкесская Республика;0.13743304121918978
17.08.2020;Кемеровская область (Кузбасс);0.05945142791833754
17.08.2020;Кировская область;0.08226956228807795
17.08.2020;Костромская область;0.14354020235970855
17.08.2020;Краснодарский край;0.026272220485754366
17.08.2020;Красноярский край;0.08637490074112465
17.08.2020;Курганская область;0.043843650332780905
17.08.2020;Курская область;0.09938950836715169
17.08.2020;Ленинградская область;0.08942472665364072
17.08.2020;Липецкая область;0.04155795378372997
17.08.2020;Магаданская область;0.2628299378269883
17.08.2020;Москва;0.3913860526294988
17.08.2020;Московская область;0.20423353688273455
17.08.2020;Мурманская область;0.362528268313763
17.08.2020;Ненецкий автономный округ;0.43704278538471775
17.08.2020;Нижегородская область;0.07933485207786298
17.08.2020;Новгородская область;0.1781486112275789
17.08.2020;Новосибирская область;0.03519116923966021
17.08.2020;Омская область;0.10358172515756821
17.08.2020;Оренбургская область;0.07830084281755903
17.08.2020;Орловская область;0.18859703876840112
17.08.2020;Пензенская область;0.01991077697623312
17.08.2020;Пермский край;0.07429532987246276
17.08.2020;Приморский край;0.08525710689338471
17.08.2020;Псковская область;0.17857535601736335
17.08.2020;Республика Адыгея;0.11122902718399613
17.08.2020;Республика Алтай;0.12198309662803869
17.08.2020;Республика Башкортостан;0.020897898752141604
17.08.2020;Республика Бурятия;0.05753400128881967
17.08.2020;Республика Дагестан;0.020305685661924554
17.08.2020;Республика Ингушетия;0.08611653364267376
17.08.2020;Республика Калмыкия;0.393435106030372
17.08.2020;Республика Карелия;0.14173628788622908
17.08.2020;Республика Коми;0.12451345209086272
17.08.2020;Республика Крым;0.02700036137337409
17.08.2020;Республика Марий Эл;0.06312376591990798
17.08.2020;Республика Мордовия;0.13425862832612176
17.08.2020;Республика Саха (Якутия);0.11395032228149524
17.08.2020;Республика Северная Осетия — Алания;0.05091244423499523
17.08.2020;Республика Татарстан;0.028488640567266573
17.08.2020;Республика Тыва;0.2116734323422085
17.08.2020;Республика Хакасия;0.04366671796110712
17.08.2020;Ростовская область;0.0537857082606318
17.08.2020;Рязанская область;0.06603554149016638
17.08.2020;Самарская область;0.05178800352392828
17.08.2020;Санкт-Петербург;0.13965843328494407
17.08.2020;Саратовская область;0.1650517816903655
17.08.2020;Сахалинская область;0.342730542391484
17.08.2020;Свердловская область;0.09859697156818992
17.08.2020;Севастополь;0.019956227160752318
17.08.2020;Смоленская область;0.0929058680273198
17.08.2020;Ставропольский край;0.11757373913769124
17.08.2020;Тамбовская область;0.09644963609544008
17.08.2020;Тверская область;0.07230354671261989
17.08.2020;Томская область;0.10596240573611942
17.08.2020;Тульская область;0.06621669953562127
17.08.2020;Тюменская область;0.02757482686144617
17.08.2020;Удмуртская Республика;0.030676097796419482
17.08.2020;Ульяновская область;0.23529948342521242
17.08.2020;Хабаровский край;0.15341820932718184
17.08.2020;Ханты-Мансийский автономный округ - Югра;0.10188581986580142
17.08.2020;Челябинская область;0.1218751497878309
17.08.2020;Чеченская Республика;0.04687406643312811
17.08.2020;Чувашская Республика;0.11144351024313691
17.08.2020;Чукотский автономный округ;0.013316504359707732
17.08.2020;Ямало-Ненецкий автономный округ;0.11952796797944946
17.08.2020;Ярославская область;0.05689752395881256
24.08.2020;Алтайский край;0.05268513655462185
24.08.2020;Амурская область;0.037627697993618855
24.08.2020;Архангельская область;0.12346318741009799
24.08.2020;Астраханская область;0.047047439712307224
24.08.2020;Белгородская область;0.047828711089513885
24.08.2020;Брянская область;0.11569123240477562
24.08.2020;Владимирская область;0.04343743842864885
24.08.2020;Волгоградская область;0.13714144289297506
24.08.2020;Вологодская область;0.03746590159822543
24.08.2020;Воронежская область;0.05962154641886303
24.08.2020;Еврейская автономная область;0.0333304529238214
24.08.2020;Забайкальский край;0.027591195425827223
24.08.2020;Ивановская область;0.11058043889198796
24.08.2020;Иркутская область;0.15688648977546094
24.08.2020;Кабардино-Балкарская Республика;0.03628236291074638
24.08.2020;Калининградская область;0.0563902781781545
24.08.2020;Калужская область;0.10980803072140771
24.08.2020;Камчатский край;0.1966137881360805
24.08.2020;Карачаево-Черкесская Республика;0.12478037826254122
24.08.2020;Кемеровская область (Кузбасс);0.06660256267195656
24.08.2020;Кировская область;0.09511652776581028
24.08.2020;Костромская область;0.15451001361677785
24.08.2020;Краснодарский край;0.028673815022152285
24.08.2020;Красноярский край;0.09714196518493551
24.08.2020;Курганская область;0.04462084028087644
24.08.2020;Курская область;0.094778060627472
24.08.2020;Ленинградская область;0.09344939067689335
24.08.2020;Липецкая область;0.03753381241315959
24.08.2020;Магаданская область;0.20116255897810612
24.08.2020;Москва;0.3632097750197281
24.08.2020;Московская область;0.20537207064354476
24.08.2020;Мурманская область;0.3130676056546296
24.08.2020;Ненецкий автономный округ;0.4467837092788794
24.08.2020;Нижегородская область;0.07559864160926622
24.08.2020;Новгородская область;0.17857260633561756
24.08.2020;Новосибирская область;0.03434084404405852
24.08.2020;Омская область;0.088050297046762
24.08.2020;Оренбургская область;0.07070190493526456
24.08.2020;Орловская область;0.18051021186530597
24.08.2020;Пензенская область;0.02595052236288142
24.08.2020;Пермский край;0.07918590355854044
24.08.2020;Приморский край;0.08894608042455157
24.08.2020;Псковская область;0.19145737868343934
24.08.2020;Республика Адыгея;0.10628201379365976
24.08.2020;Республика Алтай;0.13790248034480204
24.08.2020;Республика Башкортостан;0.02057796120395101
24.08.2020;Республика Бурятия;0.0665304907715607
24.08.2020;Республика Дагестан;0.024525351683518517
24.08.2020;Республика Ингушетия;0.07917920581353925
24.08.2020;Республика Калмыкия;0.4667276313857993
24.08.2020;Республика Карелия;0.13785781757328014
24.08.2020;Республика Коми;0.11394620318916854
24.08.2020;Республика Крым;0.03126279055341186
24.08.2020;Республика Марий Эл;0.06170007899368783
24.08.2020;Республика Мордовия;0.13764792227408493
24.08.2020;Республика Саха (Якутия);0.13024587018966538
24.08.2020;Республика Северная Осетия — Алания;0.05966588326780129
24.08.2020;Республика Татарстан;0.029170959282887432
24.08.2020;Республика Тыва;0.1856083379883431
24.08.2020;Республика Хакасия;0.04294912734336525
24.08.2020;Ростовская область;0.04882009252631167
24.08.2020;Рязанская область;0.0725448319418398
24.08.2020;Самарская область;0.045610303526818066
24.08.2020;Санкт-Петербург;0.15096542518867342
24.08.2020;Саратовская область;0.16860733209014742
24.08.2020;Сахалинская область;0.35899275690291665
24.08.2020;Свердловская область;0.1078251619260059
24.08.2020;Севастополь;0.02031609355217572
24.08.2020;Смоленская область;0.08121363293544621
24.08.2020;Ставропольский край;0.12416909031795305
24.08.2020;Тамбовская область;0.08948336831210649
24.08.2020;Тверская область;0.07761114778709198
24.08.2020;Томская область;0.08785155194251161
24.08.2020;Тульская область;0.0609978851832115
24.08.2020;Тюменская область;0.0417101425322117
24.08.2020;Удмуртская Республика;0.03125204176858987
24.08.2020;Ульяновская область;0.20899975545263838
24.08.2020;Хабаровский край;0.15633277888397581
24.08.2020;Ханты-Мансийский автономный округ - Югра;0.07302219892110133
24.08.2020;Челябинская область;0.11838248609928032
24.08.2020;Чеченская Республика;0.0451243663923581
24.08.2020;Чувашская Республика;0.10315835131835562
24.08.2020;Чукотский автономный округ;0.012448036684074617
24.08.2020;Ямало-Ненецкий автономный округ;0.06148820012791031
24.08.2020;Ярославская область;0.05993371398954467
31.08.2020;Алтайский край;0.04812602124183007
31.08.2020;Амурская область;0.0444268065231363
31.08.2020;Архангельская область;0.14430611875687666
31.08.2020;Астраханская область;0.02312358496155476
31.08.2020;Белгородская область;0.03957920320261566
31.08.2020;Брянская область;0.12279290691356272
31.08.2020;Владимирская область;0.0492000764067755
31.08.2020;Волгоградская область;0.12705018071348453
31.08.2020;Вологодская область;0.03735663616906664
31.08.2020;Воронежская область;0.05256367752554177
31.08.2020;Еврейская автономная область;0.043911549090113904
31.08.2020;Забайкальский край;0.03161269205642559
31.08.2020;Ивановская область;0.11456493904559535
31.08.2020;Иркутская область;0.1501542096210998
31.08.2020;Кабардино-Балкарская Республика;0.044119617291194096
31.08.2020;Калининградская область;0.057754790767793995
31.08.2020;Калужская область;0.10804376287562674
31.08.2020;Камчатский край;0.21417910008560825
31.08.2020;Карачаево-Черкесская Республика;0.17532975811355841
31.08.2020;Кемеровская область (Кузбасс);0.06911526680332455
31.08.2020;Кировская область;0.11927416648910245
31.08.2020;Костромская область;0.15029085544098197
31.08.2020;Краснодарский край;0.0332424534608201
31.08.2020;Красноярский край;0.10602181353619648
31.08.2020;Курганская область;0.042745447145254606
31.08.2020;Курская область;0.0924210984494135
31.08.2020;Ленинградская область;0.0979544940453875
31.08.2020;Липецкая область;0.042936594808832794
31.08.2020;Магаданская область;0.2258493392568387
31.08.2020;Москва;0.3331853108784534
31.08.2020;Московская область;0.20646110293649372
31.08.2020;Мурманская область;0.3066030269015577
31.08.2020;Ненецкий автономный округ;0.45782342302559587
31.08.2020;Нижегородская область;0.07958216624599704
31.08.2020;Новгородская область;0.17671173891700342
31.08.2020;Новосибирская область;0.03258384680254419
31.08.2020;Омская область;0.0721981824803596
31.08.2020;Оренбургская область;0.053553731425219804
31.08.2020;Орловская область;0.1827469937746727
31.08.2020;Пензенская область;0.03511205444138524
31.08.2020;Пермский край;0.08418539870755971
31.08.2020;Приморский край;0.0838233358043482
31.08.2020;Псковская область;0.18409622287425306
31.08.2020;Республика Адыгея;0.10659711018794871
31.08.2020;Республика Алтай;0.13436483951885464
31.08.2020;Республика Башкортостан;0.021840132410549065
31.08.2020;Республика Бурятия;0.08115704141446871
31.08.2020;Республика Дагестан;0.030316318754037532
31.08.2020;Республика Ингушетия;0.0919122758796722
31.08.2020;Республика Калмыкия;0.6003970141465467
31.08.2020;Республика Карелия;0.14212642987037188
31.08.2020;Республика Коми;0.0983331778826461
31.08.2020;Республика Крым;0.03969060586735693
31.08.2020;Республика Марий Эл;0.06050669436435624
31.08.2020;Республика Мордовия;0.14238583580343656
31.08.2020;Республика Саха (Якутия);0.14369710428113672
31.08.2020;Республика Северная Осетия — Алания;0.06689255967860629
31.08.2020;Республика Татарстан;0.02892884619024777
31.08.2020;Республика Тыва;0.17988023377769805
31.08.2020;Республика Хакасия;0.050523694975084986
31.08.2020;Ростовская область;0.052194815694080694
31.08.2020;Рязанская область;0.07966556259249626
31.08.2020;Самарская область;0.05000760917284221
31.08.2020;Санкт-Петербург;0.16202417576873732
31.08.2020;Саратовская область;0.17851995139394397
31.08.2020;Сахалинская область;0.3722531647930633
31.08.2020;Свердловская область;0.11746951262207701
31.08.2020;Севастополь;0.02463449024925655
31.08.2020;Смоленская область;0.07471293079942384
31.08.2020;Ставропольский край;0.13338115855581295
31.08.2020;Тамбовская область;0.0823927028897848
31.08.2020;Тверская область;0.08120518373479531
31.08.2020;Томская область;0.08920291045527533
31.08.2020;Тульская область;0.05461082248035404
31.08.2020;Тюменская область;0.054739796289417685
31.08.2020;Удмуртская Республика;0.03548192536748058
31.08.2020;Ульяновская область;0.16616385865024982
31.08.2020;Хабаровский край;0.15422482451817648
31.08.2020;Ханты-Мансийский автономный округ - Югра;0.05660515136224379
31.08.2020;Челябинская область;0.11882418127300803
31.08.2020;Чеченская Республика;0.04265887997127311
31.08.2020;Чувашская Республика;0.10473647682783777
31.08.2020;Чукотский автономный округ;0.010421612107597355
31.08.2020;Ямало-Ненецкий автономный округ;0.0797383647905515
31.08.2020;Ярославская область;0.04781152777019044
07.09.2020;Алтайский край;0.048812927948957356
07.09.2020;Амурская область;0.051494300915661
07.09.2020;Архангельская область;0.16273173295794627
07.09.2020;Астраханская область;0.013155312148741233
07.09.2020;Белгородская область;0.0383717333331367
07.09.2020;Брянская область;0.12501070559736996
07.09.2020;Владимирская область;0.05717034368227799
07.09.2020;Волгоградская область;0.07648054851137735
07.09.2020;Вологодская область;0.0386071183027728
07.09.2020;Воронежская область;0.035430134565952696
07.09.2020;Еврейская автономная область;0.05352271144116293
07.09.2020;Забайкальский край;0.04587435725964034
07.09.2020;Ивановская область;0.12109782975681033
07.09.2020;Иркутская область;0.14336845151317357
07.09.2020;Кабардино-Балкарская Республика;0.058952652423873035
07.09.2020;Калининградская область;0.06466353345849504
07.09.2020;Калужская область;0.10994917214907018
07.09.2020;Камчатский край;0.23916892533339004
07.09.2020;Карачаево-Черкесская Республика;0.2479676851600807
07.09.2020;Кемеровская область (Кузбасс);0.06670328287975402
07.09.2020;Кировская область;0.14251893591501677
07.09.2020;Костромская область;0.15724136338321415
07.09.2020;Краснодарский край;0.03858357931406177
07.09.2020;Красноярский край;0.11572111098027517
07.09.2020;Курганская область;0.046901723824200305
07.09.2020;Курская область;0.09709659407436651
07.09.2020;Ленинградская область;0.10464126460456849
07.09.2020;Липецкая область;0.048687142508135536
07.09.2020;Магаданская область;0.30982404968288885
07.09.2020;Москва;0.30420487794224327
07.09.2020;Московская область;0.2084982787292478
07.09.2020;Мурманская область;0.30516224102110767
07.09.2020;Ненецкий автономный округ;0.47016192662486733
07.09.2020;Нижегородская область;0.08481109437226012
07.09.2020;Новгородская область;0.1843436508616994
07.09.2020;Новосибирская область;0.030452911372602615
07.09.2020;Омская область;0.06458916748848645
07.09.2020;Оренбургская область;0.05050548828232221
07.09.2020;Орловская область;0.1912926477360995
07.09.2020;Пензенская область;0.05676073328731111
07.09.2020;Пермский край;0.08911954097881401
07.09.2020;Приморский край;0.08103046920382916
07.09.2020;Псковская область;0.18497148225400387
07.09.2020;Республика Адыгея;0.10902335242397355
07.09.2020;Республика Алтай;0.1607661219791659
07.09.2020;Республика Башкортостан;0.01519175984320388
07.09.2020;Республика Бурятия;0.08732398985021861
07.09.2020;Республика Дагестан;0.03588348033390847
07.09.2020;Республика Ингушетия;0.11093870241527314
07.09.2020;Республика Калмыкия;0.7140963882294176
07.09.2020;Республика Карелия;0.1508013516354293
07.09.2020;Республика Коми;0.09721189423712873
07.09.2020;Республика Крым;0.049559137173854184
07.09.2020;Республика Марий Эл;0.06442183341146164
07.09.2020;Республика Мордовия;0.1389610518664895
07.09.2020;Республика Саха (Якутия);0.16046670449209
07.09.2020;Республика Северная Осетия — Алания;0.08226197007341693
07.09.2020;Республика Татарстан;0.029361715052845953
07.09.2020;Республика Тыва;0.17956940641743047
07.09.2020;Республика Хакасия;0.07284873641594317
07.09.2020;Ростовская область;0.06409604604300338
07.09.2020;Рязанская область;0.08946134411370342
07.09.2020;Самарская область;0.058538292659076216
07.09.2020;Санкт-Петербург;0.17353136228832589
07.09.2020;Саратовская область;0.18853117486869694
07.09.2020;Сахалинская область;0.35581608776000234
07.09.2020;Свердловская область;0.12692229744815767
07.09.2020;Севастополь;0.03127566092734298
07.09.2020;Смоленская область;0.06998788341351869
07.09.2020;Ставропольский край;0.1386707016137646
07.09.2020;Тамбовская область;0.0784119784421656
07.09.2020;Тверская область;0.086568420040656
07.09.2020;Томская область;0.09825171304564412
07.09.2020;Тульская область;0.04897067265729099
07.09.2020;Тюменская область;0.06849384923136957
07.09.2020;Удмуртская Республика;0.048114925937381856
07.09.2020;Ульяновская область;0.14751912775204593
07.09.2020;Хабаровский край;0.15178346920676603
07.09.2020;Ханты-Мансийский автономный округ - Югра;0.04268259735991088
07.09.2020;Челябинская область;0.11572822528678696
07.09.2020;Чеченская Республика;0.03933842648481186
07.09.2020;Чувашская Республика;0.10250853493209826
07.09.2020;Чукотский автономный округ;0.011869058233652544
07.09.2020;Ямало-Ненецкий автономный округ;0.12695536057471044
07.09.2020;Ярославская область;0.036919619295631
