"Дата";"Регион название";"БольныеНаНаселение"
18.05.2020;Мурманская область;0.17084687308704868
18.05.2020;Ненецкий автономный округ;0.11591699434052322
18.05.2020;Нижегородская область;0.1694941153360222
18.05.2020;Новгородская область;0.08232571681084071
18.05.2020;Новосибирская область;0.03875126569112511
18.05.2020;Омская область;0.03228729541570695
18.05.2020;Оренбургская область;0.032591642324061476
18.05.2020;Орловская область;0.13229513515228947
18.05.2020;Пензенская область;0.030273821458475143
18.05.2020;Пермский край;0.021403067468023656
18.05.2020;Приморский край;0.05040601484893989
18.05.2020;Псковская область;0.049306278392628786
18.05.2020;Республика Адыгея;0.059931334193756555
18.05.2020;Республика Алтай;0.021618916158567543
18.05.2020;Республика Башкортостан;0.04086059544034147
18.05.2020;Республика Бурятия;0.06040707373653375
18.05.2020;Республика Дагестан;0.03851785746341188
18.05.2020;Республика Ингушетия;0.20349494965461185
18.05.2020;Республика Калмыкия;0.17475054346952187
18.05.2020;Республика Карелия;0.030201579478348037
18.05.2020;Республика Коми;0.06481359254013389
18.05.2020;Республика Крым;0.009084722087751249
18.05.2020;Республика Марий Эл;0.053806991182143785
18.05.2020;Республика Мордовия;0.12689445561196097
18.05.2020;Республика Саха (Якутия);0.06106386225225212
18.05.2020;Республика Северная Осетия — Алания;0.15717512272626877
18.05.2020;Республика Татарстан;0.025498910711185933
18.05.2020;Республика Тыва;0.1276168333441383
18.05.2020;Республика Хакасия;0.06591202711110508
18.05.2020;Ростовская область;0.04530320449089339
18.05.2020;Рязанская область;0.19482013340096543
18.05.2020;Самарская область;0.03926708948199382
18.05.2020;Санкт-Петербург;0.1743374792748524
18.05.2020;Саратовская область;0.06329227726332824
18.05.2020;Сахалинская область;0.0055956006921058605
18.05.2020;Свердловская область;0.05344357486750908
18.05.2020;Севастополь;0.010632416110236891
18.05.2020;Смоленская область;0.09898522835822962
18.05.2020;Ставропольский край;0.03777152010041664
18.05.2020;Тамбовская область;0.14898690562808092
18.05.2020;Тверская область;0.037642797557524324
18.05.2020;Томская область;0.02934567750756496
18.05.2020;Тульская область;0.12118182684357011
18.05.2020;Тюменская область;0.05029808549873883
18.05.2020;Удмуртская Республика;0.011358370467556982
18.05.2020;Ульяновская область;0.09603125072338577
18.05.2020;Хабаровский край;0.06064670749358418
18.05.2020;Ханты-Мансийский автономный округ - Югра;0.05651020524071518
18.05.2020;Челябинская область;0.03473850745965892
18.05.2020;Чеченская Республика;0.02680222335179499
18.05.2020;Чувашская Республика;0.11278955847181288
18.05.2020;Чукотский автономный округ;0.06252967264558414
18.05.2020;Ямало-Ненецкий автономный округ;0.27651121576071486
18.05.2020;Ярославская область;0.13925841114934126
25.05.2020;Алтайский край;0.0385275638032991
25.05.2020;Амурская область;0.037502451257548794
25.05.2020;Архангельская область;0.09207663872565212
25.05.2020;Астраханская область;0.07908631092194168
25.05.2020;Белгородская область;0.08281768532265991
25.05.2020;Брянская область;0.11888816561388077
25.05.2020;Владимирская область;0.14226253397080268
25.05.2020;Волгоградская область;0.06951695434035328
25.05.2020;Вологодская область;0.04244354892657035
25.05.2020;Воронежская область;0.020439049639895655
25.05.2020;Еврейская автономная область;0.06322204959359773
25.05.2020;Забайкальский край;0.045754511333562904
25.05.2020;Ивановская область;0.10773637871167453
25.05.2020;Иркутская область;0.04842131595577136
25.05.2020;Кабардино-Балкарская Республика;0.20098020128049188
25.05.2020;Калининградская область;0.07697287334608506
25.05.2020;Калужская область;0.23612960847932532
25.05.2020;Камчатский край;0.1533795796005159
25.05.2020;Карачаево-Черкесская Республика;0.13320527490437742
25.05.2020;Кемеровская область (Кузбасс);0.009902386745559922
25.05.2020;Кировская область;0.0479033730075236
25.05.2020;Костромская область;0.04636632774243061
25.05.2020;Краснодарский край;0.021163095803226294
25.05.2020;Красноярский край;0.10383661595534927
25.05.2020;Курганская область;0.012908111311847636
25.05.2020;Курская область;0.14239125853966467
25.05.2020;Ленинградская область;0.0744129661285536
25.05.2020;Липецкая область;0.11044032428120948
25.05.2020;Магаданская область;0.04451551945843747
25.05.2020;Москва;0.8139719612055366
25.05.2020;Московская область;0.39171463469963413
25.05.2020;Мурманская область;0.16739657005754993
25.05.2020;Ненецкий автономный округ;0.12728140555037845
25.05.2020;Нижегородская область;0.17860940896153488
25.05.2020;Новгородская область;0.1250550015876261
25.05.2020;Новосибирская область;0.053437303858534985
25.05.2020;Омская область;0.04569053159392028
25.05.2020;Оренбургская область;0.0328227887235229
25.05.2020;Орловская область;0.13812606235192074
25.05.2020;Пензенская область;0.036506667052867085
25.05.2020;Пермский край;0.022710125023322807
25.05.2020;Приморский край;0.049890753363817396
25.05.2020;Псковская область;0.061874105383922434
25.05.2020;Республика Адыгея;0.09692365088327821
25.05.2020;Республика Алтай;0.02306017723580538
25.05.2020;Республика Башкортостан;0.05007549998767713
25.05.2020;Республика Бурятия;0.06744465018674245
25.05.2020;Республика Дагестан;0.008756389821606042
25.05.2020;Республика Ингушетия;0.22585831869030276
25.05.2020;Республика Калмыкия;0.1932163177275064
25.05.2020;Республика Карелия;0.035686516784826136
25.05.2020;Республика Коми;0.06702218153888025
25.05.2020;Республика Крым;0.00824865892108885
25.05.2020;Республика Марий Эл;0.05564940955725221
25.05.2020;Республика Мордовия;0.13683165252745505
25.05.2020;Республика Саха (Якутия);0.09366977220305438
25.05.2020;Республика Северная Осетия — Алания;0.15035558301466403
25.05.2020;Республика Татарстан;0.017575209497524356
25.05.2020;Республика Тыва;0.24857308039682885
25.05.2020;Республика Хакасия;0.06856977013977868
25.05.2020;Ростовская область;0.06434652700029016
25.05.2020;Рязанская область;0.21822045934954482
25.05.2020;Самарская область;0.0484464091011612
25.05.2020;Санкт-Петербург;0.1866214209039748
25.05.2020;Саратовская область;0.0721028499505529
25.05.2020;Сахалинская область;0.007868813473273867
25.05.2020;Свердловская область;0.06631812247479851
25.05.2020;Севастополь;0.007622624472877525
25.05.2020;Смоленская область;0.13178969747056477
25.05.2020;Ставропольский край;0.04563187289916642
25.05.2020;Тамбовская область;0.17201429080076694
25.05.2020;Тверская область;0.03715320752130468
25.05.2020;Томская область;0.033214272465672844
25.05.2020;Тульская область;0.13160030393608724
25.05.2020;Тюменская область;0.05412977592331587
25.05.2020;Удмуртская Республика;0.012972901930526429
25.05.2020;Ульяновская область;0.12694918800879088
25.05.2020;Хабаровский край;0.07701561843616889
25.05.2020;Ханты-Мансийский автономный округ - Югра;0.08141198347799382
25.05.2020;Челябинская область;0.03882827758676734
25.05.2020;Чеченская Республика;0.02858174782507811
25.05.2020;Чувашская Республика;0.12988205020318946
25.05.2020;Чукотский автономный округ;0.05008163596150952
25.05.2020;Ямало-Ненецкий автономный округ;0.2561124125258732
25.05.2020;Ярославская область;0.17586199579493325
01.06.2020;Алтайский край;0.050162426081543726
01.06.2020;Амурская область;0.047754791224426406
01.06.2020;Архангельская область;0.15501689100355565
01.06.2020;Астраханская область;0.0941369988872038
01.06.2020;Белгородская область;0.09342682898502848
01.06.2020;Брянская область;0.11772028226442909
01.06.2020;Владимирская область;0.13632370022715778
01.06.2020;Волгоградская область;0.0912349823774039
01.06.2020;Вологодская область;0.0471298217771585
01.06.2020;Воронежская область;0.03745016642614005
01.06.2020;Еврейская автономная область;0.05528622746887835
01.06.2020;Забайкальский край;0.052465883193899256
01.06.2020;Ивановская область;0.1358672313862597
01.06.2020;Иркутская область;0.0781431741482819
01.06.2020;Кабардино-Балкарская Республика;0.19370392931885516
01.06.2020;Калининградская область;0.09354811048760067
01.06.2020;Калужская область;0.23816204503766503
01.06.2020;Камчатский край;0.22160361338386228
01.06.2020;Карачаево-Черкесская Республика;0.20942761252215367
01.06.2020;Кемеровская область (Кузбасс);0.013284465302126961
01.06.2020;Кировская область;0.06859878793222413
01.06.2020;Костромская область;0.06080028992278497
01.06.2020;Краснодарский край;0.01946260370579804
01.06.2020;Красноярский край;0.11948064409096004
01.06.2020;Курганская область;0.013719092127251675
01.06.2020;Курская область;0.14902661945398155
01.06.2020;Ленинградская область;0.06279578523951714
01.06.2020;Липецкая область;0.13350461602549715
01.06.2020;Магаданская область;0.051455578171334185
01.06.2020;Москва;0.7395704595185695
01.06.2020;Московская область;0.4205340085079696
01.06.2020;Мурманская область;0.13708319344123934
01.06.2020;Ненецкий автономный округ;0.14026930407592725
01.06.2020;Нижегородская область;0.20583604907843675
01.06.2020;Новгородская область;0.18222367532150607
01.06.2020;Новосибирская область;0.06903001407185749
01.06.2020;Омская область;0.051251526267099605
01.06.2020;Оренбургская область;0.037749096362044605
01.06.2020;Орловская область;0.1606468237983654
01.06.2020;Пензенская область;0.0379334630323062
01.06.2020;Пермский край;0.026064906081923973
01.06.2020;Приморский край;0.04756834290188846
01.06.2020;Псковская область;0.10108123708711884
01.06.2020;Республика Адыгея;0.09853064249415182
01.06.2020;Республика Алтай;0.02856317407616803
01.06.2020;Республика Башкортостан;0.05787002245293587
01.06.2020;Республика Бурятия;0.06901178061276832
01.06.2020;Республика Дагестан;0.022520427496462825
01.06.2020;Республика Ингушетия;0.2064513636239898
01.06.2020;Республика Калмыкия;0.19342379833714665
01.06.2020;Республика Карелия;0.05110859992270599
01.06.2020;Республика Коми;0.07354601365825415
01.06.2020;Республика Крым;0.00623314950145628
01.06.2020;Республика Марий Эл;0.05204831909681302
01.06.2020;Республика Мордовия;0.12932551985735863
01.06.2020;Республика Саха (Якутия);0.12298694430329865
01.06.2020;Республика Северная Осетия — Алания;0.0822212564034969
01.06.2020;Республика Татарстан;0.0071570097536359885
01.06.2020;Республика Тыва;0.3462172754294524
01.06.2020;Республика Хакасия;0.07558621173547696
01.06.2020;Ростовская область;0.0824793173811715
01.06.2020;Рязанская область;0.22758313739647237
01.06.2020;Самарская область;0.05071439889010753
01.06.2020;Санкт-Петербург;0.19480804606184493
01.06.2020;Саратовская область;0.08445157230150836
01.06.2020;Сахалинская область;0.018389708524577074
01.06.2020;Свердловская область;0.08700723643376748
01.06.2020;Севастополь;0.006248589160169988
01.06.2020;Смоленская область;0.1782275835626135
01.06.2020;Ставропольский край;0.05198238505649507
01.06.2020;Тамбовская область;0.18145468940397497
01.06.2020;Тверская область;0.04004623955351169
01.06.2020;Томская область;0.038473971775155144
01.06.2020;Тульская область;0.14059198591207397
01.06.2020;Тюменская область;0.05510199588179064
01.06.2020;Удмуртская Республика;0.02350040240544416
01.06.2020;Ульяновская область;0.16121332162011826
01.06.2020;Хабаровский край;0.08487742783106338
01.06.2020;Ханты-Мансийский автономный округ - Югра;0.11939043208944132
01.06.2020;Челябинская область;0.050177389689493195
01.06.2020;Чеченская Республика;0.024366561363223113
01.06.2020;Чувашская Республика;0.14473499617478622
01.06.2020;Чукотский автономный округ;0.0631086510960062
01.06.2020;Ямало-Ненецкий автономный округ;0.23627066373567607
01.06.2020;Ярославская область;0.19323261459529278
08.06.2020;Алтайский край;0.04957885932150638
08.06.2020;Амурская область;0.07037077328050545
08.06.2020;Архангельская область;0.2121838698855902
08.06.2020;Астраханская область;0.10126922788566756
08.06.2020;Белгородская область;0.08524184238886577
08.06.2020;Брянская область;0.11424022581909322
08.06.2020;Владимирская область;0.12754500532163032
08.06.2020;Волгоградская область;0.10738326829068184
08.06.2020;Вологодская область;0.04467741992270563
08.06.2020;Воронежская область;0.08060539253014255
08.06.2020;Еврейская автономная область;0.05652068868827914
08.06.2020;Забайкальский край;0.0677662130897851
08.06.2020;Ивановская область;0.1801331977570784
08.06.2020;Иркутская область;0.10530403256450852
08.06.2020;Кабардино-Балкарская Республика;0.20787698513528588
08.06.2020;Калининградская область;0.10001159117536673
08.06.2020;Калужская область;0.24259388586626682
08.06.2020;Камчатский край;0.2915479612241212
08.06.2020;Карачаево-Черкесская Республика;0.297904345255328
08.06.2020;Кемеровская область (Кузбасс);0.019136839481515695
08.06.2020;Кировская область;0.07645836993159937
08.06.2020;Костромская область;0.07252510843236512
08.06.2020;Краснодарский край;0.020676148291069178
08.06.2020;Красноярский край;0.13662451238433415
08.06.2020;Курганская область;0.016304093476352054
08.06.2020;Курская область;0.15668674653267167
08.06.2020;Ленинградская область;0.049122954037234205
08.06.2020;Липецкая область;0.14414871835444412
08.06.2020;Магаданская область;0.12551591900753195
08.06.2020;Москва;0.6685706262437279
08.06.2020;Московская область;0.43069323283519945
08.06.2020;Мурманская область;0.1533299500142088
08.06.2020;Ненецкий автономный округ;0.12630731316096228
08.06.2020;Нижегородская область;0.21672670512519748
08.06.2020;Новгородская область;0.23001734611097555
08.06.2020;Новосибирская область;0.07746155185475134
08.06.2020;Омская область;0.048926549464027254
08.06.2020;Оренбургская область;0.038912051684334925
08.06.2020;Орловская область;0.22042816594015865
08.06.2020;Пензенская область;0.05137538304912738
08.06.2020;Пермский край;0.030639607525471013
08.06.2020;Приморский край;0.05303459517884017
08.06.2020;Псковская область;0.15236245972123663
08.06.2020;Республика Адыгея;0.1113865753811406
08.06.2020;Республика Алтай;0.04598933073731641
08.06.2020;Республика Башкортостан;0.06304879177694404
08.06.2020;Республика Бурятия;0.08311595444700103
08.06.2020;Республика Дагестан;0.04235052649076021
08.06.2020;Республика Ингушетия;0.12747705778852625
08.06.2020;Республика Калмыкия;0.16536204588329942
08.06.2020;Республика Карелия;0.06976656657612312
08.06.2020;Республика Коми;0.10266541014941784
08.06.2020;Республика Крым;0.006165965854135195
08.06.2020;Республика Марий Эл;0.04013540937594149
08.06.2020;Республика Мордовия;0.13782537221900446
08.06.2020;Республика Саха (Якутия);0.1220980962355803
08.06.2020;Республика Северная Осетия — Алания;0.031207027993701595
08.06.2020;Республика Татарстан;0.004269994542917627
08.06.2020;Республика Тыва;0.534045808848278
08.06.2020;Республика Хакасия;0.06662961772884696
08.06.2020;Ростовская область;0.0995932595438999
08.06.2020;Рязанская область;0.21815676766215075
08.06.2020;Самарская область;0.05559482662135101
08.06.2020;Санкт-Петербург;0.19395655162905698
08.06.2020;Саратовская область;0.09718311084558877
08.06.2020;Сахалинская область;0.03899434232311271
08.06.2020;Свердловская область;0.10863105972389678
08.06.2020;Севастополь;0.005954153021732658
08.06.2020;Смоленская область;0.22456013420338408
08.06.2020;Ставропольский край;0.05868995412226792
08.06.2020;Тамбовская область;0.19100566368628352
08.06.2020;Тверская область;0.062456110756838316
08.06.2020;Томская область;0.05241151251463972
08.06.2020;Тульская область;0.13858106662031974
08.06.2020;Тюменская область;0.05819975555340142
08.06.2020;Удмуртская Республика;0.033027082207410074
08.06.2020;Ульяновская область;0.19176455245884694
08.06.2020;Хабаровский край;0.10311768601675565
08.06.2020;Ханты-Мансийский автономный округ - Югра;0.14676080948646406
08.06.2020;Челябинская область;0.05692551039922209
08.06.2020;Чеченская Республика;0.022467739159887493
08.06.2020;Чувашская Республика;0.1497362615761598
08.06.2020;Чукотский автономный округ;0.09003114904063271
08.06.2020;Ямало-Ненецкий автономный округ;0.2810737569263752
08.06.2020;Ярославская область;0.18938376403588889
15.06.2020;Алтайский край;0.04192562441643324
15.06.2020;Амурская область;0.09039235866084758
15.06.2020;Архангельская область;0.24521625152030602
15.06.2020;Астраханская область;0.10114286949789951
15.06.2020;Белгородская область;0.0753424329245879
15.06.2020;Брянская область;0.11690630296026577
15.06.2020;Владимирская область;0.12271516845507097
15.06.2020;Волгоградская область;0.11860774351671818
15.06.2020;Вологодская область;0.039699772594360715
15.06.2020;Воронежская область;0.11323808903516912
15.06.2020;Еврейская автономная область;0.05184737121483329
15.06.2020;Забайкальский край;0.09134922809902257
15.06.2020;Ивановская область;0.18617330576378363
15.06.2020;Иркутская область;0.13927441706802365
15.06.2020;Кабардино-Балкарская Республика;0.23082776585781803
15.06.2020;Калининградская область;0.10480893017473086
15.06.2020;Калужская область;0.25936148747256915
15.06.2020;Камчатский край;0.34533041121391245
15.06.2020;Карачаево-Черкесская Республика;0.3908845681934111
15.06.2020;Кемеровская область (Кузбасс);0.02440609666839287
15.06.2020;Кировская область;0.06221983540298615
15.06.2020;Костромская область;0.08784731443920282
15.06.2020;Краснодарский край;0.021897341266583624
15.06.2020;Красноярский край;0.1584466900439766
15.06.2020;Курганская область;0.023450861912100152
15.06.2020;Курская область;0.16496173330998576
15.06.2020;Ленинградская область;0.03025980269537499
15.06.2020;Липецкая область;0.1505451159033446
15.06.2020;Магаданская область;0.19838653549294744
15.06.2020;Москва;0.6171435223986271
15.06.2020;Московская область;0.41072891006620915
15.06.2020;Мурманская область;0.17386114881062176
15.06.2020;Ненецкий автономный округ;0.1315024725711818
15.06.2020;Нижегородская область;0.21694310502231479
15.06.2020;Новгородская область;0.2777167957653253
15.06.2020;Новосибирская область;0.07719006248507129
15.06.2020;Омская область;0.058969866187016905
15.06.2020;Оренбургская область;0.039836637282180634
15.06.2020;Орловская область;0.2578416889882844
15.06.2020;Пензенская область;0.05175085567529557
15.06.2020;Пермский край;0.034947451384811146
15.06.2020;Приморский край;0.06994861349481778
15.06.2020;Псковская область;0.226692179355459
15.06.2020;Республика Адыгея;0.1205243708155199
15.06.2020;Республика Алтай;0.08221739326970384
15.06.2020;Республика Башкортостан;0.06296441264335531
15.06.2020;Республика Бурятия;0.08996489482741032
15.06.2020;Республика Дагестан;0.05715898978864136
15.06.2020;Республика Ингушетия;0.09562974691047423
15.06.2020;Республика Калмыкия;0.13719655312463205
15.06.2020;Республика Карелия;0.08709346057775898
15.06.2020;Республика Коми;0.16922888474240463
15.06.2020;Республика Крым;0.009196694833286391
15.06.2020;Республика Марий Эл;0.02629633499018389
15.06.2020;Республика Мордовия;0.13280353877778156
15.06.2020;Республика Саха (Якутия);0.11894268559518006
15.06.2020;Республика Северная Осетия — Алания;0.045558596640511526
15.06.2020;Республика Татарстан;0.011140870641615836
15.06.2020;Республика Тыва;0.748605495250114
15.06.2020;Республика Хакасия;0.06415791671218052
15.06.2020;Ростовская область;0.10530016351667681
15.06.2020;Рязанская область;0.18257859108382615
15.06.2020;Самарская область;0.06217960170878492
15.06.2020;Санкт-Петербург;0.1734005684726312
15.06.2020;Саратовская область;0.10840658559857083
15.06.2020;Сахалинская область;0.06676833950840899
15.06.2020;Свердловская область;0.12291592847749525
15.06.2020;Севастополь;0.0068374614370446465
15.06.2020;Смоленская область;0.24490492422167637
15.06.2020;Ставропольский край;0.06331639149310896
15.06.2020;Тамбовская область;0.19671413311984856
15.06.2020;Тверская область;0.08334157662011742
15.06.2020;Томская область;0.07363579033275217
15.06.2020;Тульская область;0.10788103209953857
15.06.2020;Тюменская область;0.06641596735933526
15.06.2020;Удмуртская Республика;0.029193750195915368
15.06.2020;Ульяновская область;0.2216625874394333
15.06.2020;Хабаровский край;0.12372401542936556
15.06.2020;Ханты-Мансийский автономный округ - Югра;0.17017797564165882
15.06.2020;Челябинская область;0.06983691469050338
15.06.2020;Чеченская Республика;0.026633218234220615
15.06.2020;Чувашская Республика;0.156930657281152
15.06.2020;Чукотский автономный округ;0.07324077397839253
15.06.2020;Ямало-Ненецкий автономный округ;0.3782664943157899
15.06.2020;Ярославская область;0.17104246738183804
22.06.2020;Алтайский край;0.04211406784936197
22.06.2020;Амурская область;0.11195268965576471
22.06.2020;Архангельская область;0.24453477381433486
22.06.2020;Астраханская область;0.10420355044605915
22.06.2020;Белгородская область;0.0693419528861848
22.06.2020;Брянская область;0.12974122300272484
22.06.2020;Владимирская область;0.11906687966316346
22.06.2020;Волгоградская область;0.12459677446771283
22.06.2020;Вологодская область;0.03405439208782318
22.06.2020;Воронежская область;0.1147990227453139
22.06.2020;Еврейская автономная область;0.043294318480413506
22.06.2020;Забайкальский край;0.10083037247314852
22.06.2020;Ивановская область;0.16154825004413925
22.06.2020;Иркутская область;0.16482499488245694
22.06.2020;Кабардино-Балкарская Республика;0.20404910510104612
22.06.2020;Калининградская область;0.10035631014538092
22.06.2020;Калужская область;0.2388677521759774
22.06.2020;Камчатский край;0.3922316049760537
22.06.2020;Карачаево-Черкесская Республика;0.4324269676346107
22.06.2020;Кемеровская область (Кузбасс);0.030104740004301286
22.06.2020;Кировская область;0.05487235081433507
22.06.2020;Костромская область;0.0962856307907946
22.06.2020;Краснодарский край;0.021203887217857258
22.06.2020;Красноярский край;0.16688453252092986
22.06.2020;Курганская область;0.03613933258644253
22.06.2020;Курская область;0.1774382613612302
22.06.2020;Ленинградская область;0.005458106004137134
22.06.2020;Липецкая область;0.12681013393062854
22.06.2020;Магаданская область;0.22257759729218737
22.06.2020;Москва;0.5727253632737419
22.06.2020;Московская область;0.3446406426661338
22.06.2020;Мурманская область;0.1860319979586339
22.06.2020;Ненецкий автономный округ;0.1396199091496498
22.06.2020;Нижегородская область;0.2041710947679628
22.06.2020;Новгородская область;0.3192212057855546
22.06.2020;Новосибирская область;0.08185660617900585
22.06.2020;Омская область;0.06954523089315479
22.06.2020;Оренбургская область;0.04279820052528019
22.06.2020;Орловская область;0.23350473710261038
22.06.2020;Пензенская область;0.03151824501948971
22.06.2020;Пермский край;0.0321536158603592
22.06.2020;Приморский край;0.07721454719082052
22.06.2020;Псковская область;0.26497916658250714
22.06.2020;Республика Адыгея;0.12159569855610228
22.06.2020;Республика Алтай;0.13410279205026593
22.06.2020;Республика Башкортостан;0.060218575004488795
22.06.2020;Республика Бурятия;0.09003744716194857
22.06.2020;Республика Дагестан;0.05762058861310302
22.06.2020;Республика Ингушетия;0.09764947526579186
22.06.2020;Республика Калмыкия;0.13398060367520778
22.06.2020;Республика Карелия;0.10694480271208348
22.06.2020;Республика Коми;0.19819537891827047
22.06.2020;Республика Крым;0.009338526977630905
22.06.2020;Республика Марий Эл;0.006511274030212731
22.06.2020;Республика Мордовия;0.14238583580343656
22.06.2020;Республика Саха (Якутия);0.12418688919471846
22.06.2020;Республика Северная Осетия — Алания;0.0541898946635575
22.06.2020;Республика Татарстан;0.017223044999139396
22.06.2020;Республика Тыва;0.9491335465312998
22.06.2020;Республика Хакасия;0.07989175544192818
22.06.2020;Ростовская область;0.0974844806737694
22.06.2020;Рязанская область;0.15217217952189963
22.06.2020;Самарская область;0.0646846791877
22.06.2020;Санкт-Петербург;0.13088990911030976
22.06.2020;Саратовская область;0.11788418650108899
22.06.2020;Сахалинская область;0.10678271320768684
22.06.2020;Свердловская область;0.11895910240424415
22.06.2020;Севастополь;0.010207119465827415
22.06.2020;Смоленская область;0.2368091423948707
22.06.2020;Ставропольский край;0.07040652153221486
22.06.2020;Тамбовская область;0.19070158056875708
22.06.2020;Тверская область;0.08909425954569827
22.06.2020;Томская область;0.10062321474941574
22.06.2020;Тульская область;0.07597444600370488
22.06.2020;Тюменская область;0.07419372702713342
22.06.2020;Удмуртская Республика;0.023727003312527594
22.06.2020;Ульяновская область;0.20890807884096926
22.06.2020;Хабаровский край;0.1352424803567691
22.06.2020;Ханты-Мансийский автономный округ - Югра;0.2257041938047138
22.06.2020;Челябинская область;0.0853453230124985
22.06.2020;Чеченская Республика;0.03208114790661811
22.06.2020;Чувашская Республика;0.16535506257441704
22.06.2020;Чукотский автономный округ;0.0315543255480031
22.06.2020;Ямало-Ненецкий автономный округ;0.49190560102328246
22.06.2020;Ярославская область;0.13512738679525965
29.06.2020;Алтайский край;0.04644218798630564
29.06.2020;Амурская область;0.11411766895068999
29.06.2020;Архангельская область;0.24942084038544893
29.06.2020;Астраханская область;0.11324519508190692
29.06.2020;Белгородская область;0.05912915429547728
29.06.2020;Брянская область;0.14406254003539512
29.06.2020;Владимирская область;0.10849513373206782
29.06.2020;Волгоградская область;0.13394578210171584
29.06.2020;Вологодская область;0.0341515169137421
29.06.2020;Воронежская область;0.14243061006920996
29.06.2020;Еврейская автономная область;0.04426425229565699
29.06.2020;Забайкальский край;0.09668902991647271
29.06.2020;Ивановская область;0.17517721170029463
29.06.2020;Иркутская область;0.19826059985032116
29.06.2020;Кабардино-Балкарская Республика;0.15275221274565254
29.06.2020;Калининградская область;0.09002910433537249
29.06.2020;Калужская область;0.22997584223324127
29.06.2020;Камчатский край;0.37865017821095487
29.06.2020;Карачаево-Черкесская Республика;0.4360726501814416
29.06.2020;Кемеровская область (Кузбасс);0.03570266313241224
29.06.2020;Кировская область;0.043394689282669534
29.06.2020;Костромская область;0.09757358433919545
29.06.2020;Краснодарский край;0.02113505170566751
29.06.2020;Красноярский край;0.1614215385688118
29.06.2020;Курганская область;0.043438159925078886
29.06.2020;Курская область;0.17591392169172498
29.06.2020;Ленинградская область;0.017295816428694294
29.06.2020;Липецкая область;0.12100990547366441
29.06.2020;Магаданская область;0.2810723778723168
29.06.2020;Москва;0.5263893393859425
29.06.2020;Московская область;0.2756755784222721
29.06.2020;Мурманская область;0.24728435558671358
29.06.2020;Ненецкий автономный округ;0.18183057935768349
29.06.2020;Нижегородская область;0.19014926469964755
29.06.2020;Новгородская область;0.34411914074093614
29.06.2020;Новосибирская область;0.08405413334113311
29.06.2020;Омская область;0.0861188899846486
29.06.2020;Оренбургская область;0.05106890763100945
29.06.2020;Орловская область;0.20859425139402177
29.06.2020;Пензенская область;0.020339888548996765
29.06.2020;Пермский край;0.034582564483956794
29.06.2020;Приморский край;0.07855870758679226
29.06.2020;Псковская область;0.268682187035299
29.06.2020;Республика Адыгея;0.13063896507219488
29.06.2020;Республика Алтай;0.18972236725821698
29.06.2020;Республика Башкортостан;0.05680825168861105
29.06.2020;Республика Бурятия;0.09140143105126736
29.06.2020;Республика Дагестан;0.05445001082892191
29.06.2020;Республика Ингушетия;0.11199247373109103
29.06.2020;Республика Калмыкия;0.2149499115873252
29.06.2020;Республика Карелия;0.1259929113496434
29.06.2020;Республика Коми;0.20361491653827118
29.06.2020;Республика Крым;0.008383026215731022
29.06.2020;Республика Марий Эл;0.02311397597863297
29.06.2020;Республика Мордовия;0.14199544592461358
29.06.2020;Республика Саха (Якутия);0.12000930327644212
29.06.2020;Республика Северная Осетия — Алания;0.06208834662804297
29.06.2020;Республика Татарстан;0.02293838133751196
29.06.2020;Республика Тыва;1.0372309012128484
29.06.2020;Республика Хакасия;0.10511373678404057
29.06.2020;Ростовская область;0.08171095012030533
29.06.2020;Рязанская область;0.1399688522171968
29.06.2020;Самарская область;0.06446995826093585
29.06.2020;Санкт-Петербург;0.09025840987552032
29.06.2020;Саратовская область;0.12374823455032148
29.06.2020;Сахалинская область;0.10663699443966325
29.06.2020;Свердловская область;0.12412147231450413
29.06.2020;Севастополь;0.011483009399055841
29.06.2020;Смоленская область;0.2257338720890548
29.06.2020;Ставропольский край;0.07186535404385822
29.06.2020;Тамбовская область;0.17454370946019165
29.06.2020;Тверская область;0.07841229511908777
29.06.2020;Томская область;0.10873136582599803
29.06.2020;Тульская область;0.06698276402771813
29.06.2020;Тюменская область;0.0854028512542543
29.06.2020;Удмуртская Республика;0.024170763422232646
29.06.2020;Ульяновская область;0.21880915290123246
29.06.2020;Хабаровский край;0.1632696695265298
29.06.2020;Ханты-Мансийский автономный округ - Югра;0.27926243781244825
29.06.2020;Челябинская область;0.1008823597253834
29.06.2020;Чеченская Республика;0.035888733790793735
29.06.2020;Чувашская Республика;0.18046329355490062
29.06.2020;Чукотский автономный округ;0.01476395048576292
29.06.2020;Ямало-Ненецкий автономный округ;0.6415675618177906
29.06.2020;Ярославская область;0.11184240525845539
06.07.2020;Алтайский край;0.06474551626206039
06.07.2020;Амурская область;0.11544170587485919
06.07.2020;Архангельская область;0.2494594145952209
06.07.2020;Астраханская область;0.12360658287888773
06.07.2020;Белгородская область;0.0412291047799953
06.07.2020;Брянская область;0.14120771407006874
06.07.2020;Владимирская область;0.08550676856033239
06.07.2020;Волгоградская область;0.13539629480129448
06.07.2020;Вологодская область;0.030994960071377035
06.07.2020;Воронежская область;0.1277211053418457
06.07.2020;Еврейская автономная область;0.04585141672060087
06.07.2020;Забайкальский край;0.08541019665118524
06.07.2020;Ивановская область;0.19181918760688105
06.07.2020;Иркутская область;0.2221949550681205
