"Дата";"Регион название";"Больные";"Заражений";"Выздоровлений";"Выздоровлений за день";"Смертей";"Смертей за день";"Заражений за день";"Регион население"
11.05.2020;Калининградская область;3887;5934;1970;173;77;0;239;6962193
11.05.2020;Калужская область;12029;14819;2665;261;125;4;679;7085092
11.05.2020;Камчатский край;2405;3010;600;75;5;1;101;2208899
11.05.2020;Карачаево-Черкесская Республика;3157;4134;954;103;23;1;124;3264135
11.05.2020;Кемеровская область (Кузбасс);1279;1986;658;44;49;1;88;18864139
11.05.2020;Кировская область;3550;6418;2833;312;35;1;194;8982666
11.05.2020;Костромская область;1896;2980;1063;91;21;0;120;4503268
11.05.2020;Краснодарский край;9727;16227;6337;639;163;3;676;39223940
11.05.2020;Красноярский край;7470;10698;3116;258;112;4;622;20135479
11.05.2020;Курганская область;387;667;280;11;0;0;38;5918759
11.05.2020;Курская область;9020;11924;2859;238;45;1;526;7806659
11.05.2020;Ленинградская область;8513;12423;3863;230;47;2;482;12696712
11.05.2020;Липецкая область;5565;7269;1682;123;22;1;337;8051407
11.05.2020;Магаданская область;486;1168;661;32;21;0;31;1008637
11.05.2020;Москва;741688;911187;160381;13700;9118;435;33084;87545276
11.05.2020;Московская область;155275;171935;14983;1852;1677;73;6811;52523695
11.05.2020;Мурманская область;13701;17656;3916;1012;39;1;283;5274899
11.05.2020;Ненецкий автономный округ;324;358;34;6;0;0;5;307979
11.05.2020;Нижегородская область;31759;39222;7203;712;260;14;1971;22643264
11.05.2020;Новгородская область;2951;3993;1007;76;35;0;134;4245332
11.05.2020;Новосибирская область;6206;9612;3285;331;121;5;481;19521943
11.05.2020;Омская область;2270;2824;505;34;49;1;255;13720567
11.05.2020;Оренбургская область;4811;8021;3175;318;35;0;341;13844040
11.05.2020;Орловская область;6456;8865;2340;177;69;1;426;5230729
11.05.2020;Пензенская область;2440;6569;4058;427;71;3;337;9321585
11.05.2020;Пермский край;2563;6152;3503;198;86;2;281;18361854
11.05.2020;Приморский край;5264;7502;2156;206;82;2;412;13391259
11.05.2020;Псковская область;1718;2484;708;66;58;1;112;4455822
11.05.2020;Республика Адыгея;629;2092;1409;49;54;1;174;3173632
11.05.2020;Республика Алтай;246;442;196;17;0;0;23;1526441
11.05.2020;Республика Башкортостан;8921;12592;3558;164;113;2;570;28443051
11.05.2020;Республика Бурятия;3464;5283;1781;144;38;1;322;6891577
11.05.2020;Республика Дагестан;12251;21595;9166;933;178;11;718;21447195
11.05.2020;Республика Ингушетия;7036;9570;2306;81;228;6;281;3416301
11.05.2020;Республика Калмыкия;2750;4056;1260;123;46;2;220;1927891
11.05.2020;Республика Карелия;981;1306;320;20;5;1;67;4357388
11.05.2020;Республика Коми;3585;6141;2444;196;112;3;108;5886111
11.05.2020;Республика Крым;1011;1618;593;42;14;0;83;13396117
11.05.2020;Республика Марий Эл;2012;7313;5255;267;46;2;281;4776331
11.05.2020;Республика Мордовия;6802;9020;2157;196;61;1;228;5635392
11.05.2020;Республика Саха (Якутия);3307;4831;1496;207;28;0;318;6750310
11.05.2020;Республика Северная Осетия — Алания;8254;13091;4746;745;91;5;515;4912355
11.05.2020;Республика Татарстан;7876;13936;6017;813;43;2;561;27259988
11.05.2020;Республика Тыва;1051;1333;277;15;5;1;188;2252054
11.05.2020;Республика Хакасия;2577;3795;1155;141;63;2;193;3762591
11.05.2020;Ростовская область;10609;14880;4091;409;180;10;664;29543164
11.05.2020;Рязанская область;11928;14190;2215;181;47;2;652;7850318
11.05.2020;Самарская область;7102;8619;1454;169;63;0;486;22354598
11.05.2020;Санкт-Петербург;49164;63150;13501;501;485;32;3058;37463545
11.05.2020;Саратовская область;7933;10043;2066;153;44;4;678;17240650
11.05.2020;Сахалинская область;138;308;170;8;0;0;13;3431267
11.05.2020;Свердловская область;13163;16543;3350;340;30;3;887;30276792
11.05.2020;Севастополь;554;925;357;51;14;0;16;3056690
11.05.2020;Смоленская область;5080;7306;2159;112;67;4;452;6645436
11.05.2020;Ставропольский край;5722;8773;2888;237;163;6;415;19604718
11.05.2020;Тамбовская область;8648;11566;2897;244;21;2;590;7234864
11.05.2020;Тверская область;3818;6884;2996;184;70;0;218;8987111
11.05.2020;Томская область;1707;2239;506;32;26;2;153;7547960
11.05.2020;Тульская область;11645;15158;3401;379;112;7;666;10442985
11.05.2020;Тюменская область;4549;7023;2431;155;43;2;332;10491453
11.05.2020;Удмуртская Республика;1479;2847;1284;100;84;1;66;10591308
11.05.2020;Ульяновская область;5652;7178;1493;131;33;1;453;8726326
11.05.2020;Хабаровский край;4290;7534;3191;202;53;2;327;9298114
11.05.2020;Ханты-Мансийский автономный округ - Югра;4267;6569;2255;142;47;5;473;11585518
11.05.2020;Челябинская область;6610;9357;2712;294;35;2;533;24451252
11.05.2020;Чеченская Республика;2452;6058;3544;158;62;1;184;10058867
11.05.2020;Чувашская Республика;7456;10126;2614;312;56;0;556;8617819
11.05.2020;Чукотский автономный округ;166;278;112;12;0;0;26;345436
11.05.2020;Ямало-Ненецкий автономный округ;8719;10178;1438;69;21;0;512;3769829
11.05.2020;Ярославская область;8432;10172;1663;142;77;0;612;8859788
18.05.2020;Алтайский край;3872;7913;4000;171;41;4;400;16450560
18.05.2020;Амурская область;1518;2068;539;44;11;4;133;5588968
18.05.2020;Архангельская область;3550;6020;2443;164;27;1;332;7777217
18.05.2020;Астраханская область;4398;8413;3961;289;54;3;319;7122598
18.05.2020;Белгородская область;7110;10551;3360;227;81;4;514;10849132
18.05.2020;Брянская область;9580;18373;8578;473;215;1;773;8476874
18.05.2020;Владимирская область;12278;14353;1968;88;107;1;515;9648359
18.05.2020;Волгоградская область;9148;13470;4228;234;94;2;611;17648932
18.05.2020;Вологодская область;2203;3769;1543;71;23;1;212;8236823
18.05.2020;Воронежская область;3286;9258;5879;369;93;1;312;16336376
18.05.2020;Еврейская автономная область;1039;1764;711;84;14;0;36;1134098
18.05.2020;Забайкальский край;2375;4575;2141;169;59;8;248;7509642
18.05.2020;Ивановская область;6692;9913;3111;180;110;4;321;7102522
18.05.2020;Иркутская область;4405;5724;1273;90;46;5;552;16829365
18.05.2020;Кабардино-Балкарская Республика;10559;14195;3583;160;53;1;492;6060796
18.05.2020;Калининградская область;4217;7582;3265;173;100;7;249;6962193
18.05.2020;Калужская область;14966;20138;5023;395;149;7;837;7085092
18.05.2020;Камчатский край;2742;3894;1135;119;17;5;150;2208899
18.05.2020;Карачаево-Черкесская Республика;3339;4934;1567;54;28;0;106;3264135
18.05.2020;Кемеровская область (Кузбасс);1586;2542;907;32;49;0;85;18864139
18.05.2020;Кировская область;3021;7794;4731;214;42;3;258;8982666
18.05.2020;Костромская область;1887;3697;1767;96;43;5;90;4503268
18.05.2020;Краснодарский край;9241;20816;11391;639;184;2;642;39223940
18.05.2020;Красноярский край;13852;18434;4420;166;162;10;1500;20135479
18.05.2020;Курганская область;647;1057;410;28;0;0;68;5918759
18.05.2020;Курская область;10623;15813;5138;368;52;1;571;7806659
18.05.2020;Ленинградская область;9791;15802;5955;358;56;0;455;12696712
18.05.2020;Липецкая область;7238;10058;2791;225;29;1;447;8051407
18.05.2020;Магаданская область;525;1442;896;38;21;0;37;1008637
18.05.2020;Москва;795304;1086711;278862;22350;12545;490;21089;87545276
18.05.2020;Московская область;183904;216527;30535;2432;2088;61;6146;52523695
18.05.2020;Мурманская область;9012;19447;10388;345;47;1;246;5274899
18.05.2020;Ненецкий автономный округ;357;412;55;3;0;0;8;307979
18.05.2020;Нижегородская область;38379;51754;13003;1025;372;22;1634;22643264
18.05.2020;Новгородская область;3495;5136;1606;90;35;0;213;4245332
18.05.2020;Новосибирская область;7565;13193;5460;253;168;9;543;19521943
18.05.2020;Омская область;4430;5480;981;140;69;11;451;13720567
18.05.2020;Оренбургская область;4512;10063;5516;325;35;0;288;13844040
18.05.2020;Орловская область;6920;11538;4546;415;72;2;359;5230729
18.05.2020;Пензенская область;2822;9965;7056;462;87;2;608;9321585
18.05.2020;Пермский край;3930;8570;4547;167;93;1;343;18361854
18.05.2020;Приморский край;6750;10465;3615;211;100;3;378;13391259
18.05.2020;Псковская область;2197;3452;1192;69;63;0;161;4455822
18.05.2020;Республика Адыгея;1902;3861;1901;73;58;1;273;3173632
18.05.2020;Республика Алтай;330;608;278;13;0;0;20;1526441
18.05.2020;Республика Башкортостан;11622;16960;5214;233;124;1;622;28443051
18.05.2020;Республика Бурятия;4163;7335;3129;237;43;1;251;6891577
18.05.2020;Республика Дагестан;8261;26334;17716;1562;357;55;724;21447195
18.05.2020;Республика Ингушетия;6952;11533;4326;426;255;3;298;3416301
18.05.2020;Республика Калмыкия;3369;5507;2069;122;69;3;186;1927891
18.05.2020;Республика Карелия;1316;1811;488;45;7;0;85;4357388
18.05.2020;Республика Коми;3815;7327;3383;141;129;2;198;5886111
18.05.2020;Республика Крым;1217;2136;902;47;17;1;54;13396117
18.05.2020;Республика Марий Эл;2570;9516;6890;215;56;2;295;4776331
18.05.2020;Республика Мордовия;7151;10581;3359;130;71;3;236;5635392
18.05.2020;Республика Саха (Якутия);4122;7270;3110;264;38;3;448;6750310
18.05.2020;Республика Северная Осетия — Алания;7721;16672;8809;457;142;12;495;4912355
18.05.2020;Республика Татарстан;6951;17838;10830;734;57;2;555;27259988
18.05.2020;Республика Тыва;2874;3242;361;13;7;0;359;2252054
18.05.2020;Республика Хакасия;2480;5042;2492;192;70;0;171;3762591
18.05.2020;Ростовская область;13384;20919;7305;454;230;3;1142;29543164
18.05.2020;Рязанская область;15294;18714;3371;170;49;0;653;7850318
18.05.2020;Самарская область;8778;12212;3344;341;90;7;584;22354598
18.05.2020;Санкт-Петербург;65313;85111;19057;1277;741;48;2877;37463545
18.05.2020;Саратовская область;10912;15024;4012;375;100;12;664;17240650
18.05.2020;Сахалинская область;192;419;227;8;0;0;18;3431267
18.05.2020;Свердловская область;16181;23063;6809;616;73;10;973;30276792
18.05.2020;Севастополь;325;1035;696;39;14;0;17;3056690
18.05.2020;Смоленская область;6578;9928;3262;197;88;4;413;6645436
18.05.2020;Ставропольский край;7405;12085;4443;192;237;12;467;19604718
18.05.2020;Тамбовская область;10779;15641;4828;315;34;2;573;7234864
18.05.2020;Тверская область;3383;8435;4963;348;89;7;225;8987111
18.05.2020;Томская область;2215;3052;804;78;33;5;144;7547960
18.05.2020;Тульская область;12655;19763;6970;530;138;1;641;10442985
18.05.2020;Тюменская область;5277;9061;3735;177;49;0;276;10491453
18.05.2020;Удмуртская Республика;1203;3293;2006;95;84;0;74;10591308
18.05.2020;Ульяновская область;8380;11241;2821;222;40;1;601;8726326
18.05.2020;Хабаровский край;5639;10136;4432;144;65;1;410;9298114
18.05.2020;Ханты-Мансийский автономный округ - Югра;6547;10109;3473;190;89;8;504;11585518
18.05.2020;Челябинская область;8494;13357;4793;276;70;6;561;24451252
18.05.2020;Чеченская Республика;2696;7185;4411;80;78;3;147;10058867
18.05.2020;Чувашская Республика;9720;14189;4408;200;61;2;590;8617819
18.05.2020;Чукотский автономный округ;216;397;179;9;2;1;3;345436
18.05.2020;Ямало-Ненецкий автономный округ;10424;13362;2906;485;32;3;365;3769829
18.05.2020;Ярославская область;12338;15310;2884;199;88;2;805;8859788
25.05.2020;Алтайский край;6338;11413;5003;151;72;5;523;16450560
25.05.2020;Амурская область;2096;3086;955;68;35;0;151;5588968
25.05.2020;Архангельская область;7161;10775;3581;161;33;1;913;7777217
25.05.2020;Астраханская область;5633;11368;5641;256;94;5;404;7122598
25.05.2020;Белгородская область;8985;14438;5338;322;115;6;574;10849132
25.05.2020;Брянская область;10078;23566;13271;743;217;0;734;8476874
25.05.2020;Владимирская область;13726;17477;3621;412;130;5;423;9648359
25.05.2020;Волгоградская область;12269;18339;5952;325;118;4;819;17648932
25.05.2020;Вологодская область;3496;5642;2107;97;39;3;286;8236823
25.05.2020;Воронежская область;3339;12326;8885;409;102;1;565;16336376
25.05.2020;Еврейская автономная область;717;1990;1253;48;20;1;43;1134098
25.05.2020;Забайкальский край;3436;6793;3240;157;117;8;339;7509642
25.05.2020;Ивановская область;7652;12362;4585;269;125;1;411;7102522
25.05.2020;Иркутская область;8149;10222;2001;106;72;2;672;16829365
25.05.2020;Кабардино-Балкарская Республика;12181;18107;5837;576;89;9;576;6060796
25.05.2020;Калининградская область;5359;9629;4117;96;153;6;307;6962193
25.05.2020;Калужская область;16730;25527;8593;610;204;5;677;7085092
25.05.2020;Камчатский край;3388;5174;1736;15;50;2;222;2208899
25.05.2020;Карачаево-Черкесская Республика;4348;6368;1987;65;33;1;310;3264135
25.05.2020;Кемеровская область (Кузбасс);1868;3252;1335;92;49;0;114;18864139
25.05.2020;Кировская область;4303;10489;6104;216;82;9;424;8982666
25.05.2020;Костромская область;2088;4622;2471;101;63;2;191;4503268
25.05.2020;Краснодарский край;8301;25081;16572;811;208;5;577;39223940
25.05.2020;Красноярский край;20908;26870;5735;186;227;11;984;20135479
25.05.2020;Курганская область;764;1414;650;43;0;0;52;5918759
25.05.2020;Курская область;11116;19508;8323;484;69;5;493;7806659
25.05.2020;Ленинградская область;9448;18620;9097;550;75;3;385;12696712
25.05.2020;Липецкая область;8892;13349;4421;184;36;1;490;8051407
25.05.2020;Магаданская область;449;1627;1157;43;21;0;20;1008637
25.05.2020;Москва;712594;1215532;487142;30339;15796;484;16878;87545276
25.05.2020;Московская область;205743;256931;48487;2571;2701;120;5480;52523695
25.05.2020;Мурманская область;8830;21562;12683;445;49;0;322;5274899
25.05.2020;Ненецкий автономный округ;392;472;80;2;0;0;10;307979
25.05.2020;Нижегородская область;40443;63089;22067;1295;579;33;1787;22643264
25.05.2020;Новгородская область;5309;7738;2384;120;45;3;437;4245332
25.05.2020;Новосибирская область;10432;17513;6865;228;216;3;685;19521943
25.05.2020;Омская область;6269;8479;2084;121;126;0;402;13720567
25.05.2020;Оренбургская область;4544;12386;7801;269;41;1;359;13844040
25.05.2020;Орловская область;7225;14586;7226;311;135;13;492;5230729
25.05.2020;Пензенская область;3403;14473;10951;588;119;6;623;9321585
25.05.2020;Пермский край;4170;10850;6552;297;128;6;346;18361854
25.05.2020;Приморский край;6681;12876;6073;465;122;4;349;13391259
25.05.2020;Псковская область;2757;4812;1985;139;70;1;258;4455822
25.05.2020;Республика Адыгея;3076;5420;2281;76;63;0;183;3173632
25.05.2020;Республика Алтай;352;768;416;24;0;0;27;1526441
25.05.2020;Республика Башкортостан;14243;21136;6767;284;126;0;577;28443051
25.05.2020;Республика Бурятия;4648;9456;4748;238;60;3;324;6891577
25.05.2020;Республика Дагестан;1878;32022;28986;1160;1158;151;860;21447195
25.05.2020;Республика Ингушетия;7716;13677;5631;66;330;12;305;3416301
25.05.2020;Республика Калмыкия;3725;6795;2980;134;90;4;175;1927891
25.05.2020;Республика Карелия;1555;2590;1028;71;7;0;130;4357388
25.05.2020;Республика Коми;3945;8582;4485;148;152;5;193;5886111
25.05.2020;Республика Крым;1105;2495;1369;76;21;0;49;13396117
25.05.2020;Республика Марий Эл;2658;11518;8783;294;77;4;295;4776331
25.05.2020;Республика Мордовия;7711;12408;4613;257;84;0;283;5635392
25.05.2020;Республика Саха (Якутия);6323;11408;5033;280;52;1;654;6750310
25.05.2020;Республика Северная Осетия — Алания;7386;19631;11982;454;263;19;372;4912355
25.05.2020;Республика Татарстан;4791;21168;16310;709;67;1;407;27259988
25.05.2020;Республика Тыва;5598;6154;545;34;11;1;427;2252054
25.05.2020;Республика Хакасия;2580;6197;3547;134;70;0;175;3762591
25.05.2020;Ростовская область;19010;29843;10584;466;249;4;1189;29543164
25.05.2020;Рязанская область;17131;22952;5772;390;49;0;555;7850318
25.05.2020;Самарская область;10830;16724;5766;389;128;4;591;22354598
25.05.2020;Санкт-Петербург;69915;103842;32741;2228;1186;71;2610;37463545
25.05.2020;Саратовская область;12431;19346;6704;392;211;14;660;17240650
25.05.2020;Сахалинская область;270;609;339;17;0;0;47;3431267
25.05.2020;Свердловская область;20079;32847;12608;947;160;11;1745;30276792
25.05.2020;Севастополь;233;1119;865;17;21;1;6;3056690
25.05.2020;Смоленская область;8758;13590;4641;209;191;21;604;6645436
25.05.2020;Ставропольский край;8946;15702;6453;349;303;8;553;19604718
25.05.2020;Тамбовская область;12445;19384;6893;295;46;1;508;7234864
25.05.2020;Тверская область;3339;10322;6842;235;141;5;294;8987111
25.05.2020;Томская область;2507;4317;1738;157;72;2;181;7547960
25.05.2020;Тульская область;13743;24735;10793;603;199;16;753;10442985
25.05.2020;Тюменская область;5679;10858;5128;187;51;1;227;10491453
25.05.2020;Удмуртская Республика;1374;4106;2648;87;84;0;142;10591308
25.05.2020;Ульяновская область;11078;15433;4304;215;51;2;605;8726326
25.05.2020;Хабаровский край;7161;13233;5998;311;74;1;448;9298114
25.05.2020;Ханты-Мансийский автономный округ - Югра;9432;14425;4872;203;121;1;766;11585518
25.05.2020;Челябинская область;9494;17013;7420;439;99;4;660;24451252
25.05.2020;Чеченская Республика;2875;8199;5233;168;91;1;137;10058867
25.05.2020;Чувашская Республика;11193;18422;7143;525;86;4;595;8617819
25.05.2020;Чукотский автономный округ;173;482;302;22;7;0;21;345436
25.05.2020;Ямало-Ненецкий автономный округ;9655;15659;5952;255;52;3;321;3769829
25.05.2020;Ярославская область;15581;20221;4546;253;94;1;601;8859788
01.06.2020;Алтайский край;8252;14867;6526;309;89;2;471;16450560
01.06.2020;Амурская область;2669;4202;1498;89;35;0;196;5588968
01.06.2020;Архангельская область;12056;17286;5176;266;54;4;935;7777217
01.06.2020;Астраханская область;6705;14619;7777;343;137;7;541;7122598
01.06.2020;Белгородская область;10136;18339;8046;427;157;8;530;10849132
01.06.2020;Брянская область;9979;28539;18343;700;217;0;679;8476874
01.06.2020;Владимирская область;13153;20374;7032;466;189;9;413;9648359
01.06.2020;Волгоградская область;16102;24898;8650;378;146;4;887;17648932
01.06.2020;Вологодская область;3882;7122;3171;184;69;4;155;8236823
01.06.2020;Воронежская область;6118;17327;11098;273;111;1;809;16336376
01.06.2020;Еврейская автономная область;627;2276;1623;51;26;1;34;1134098
01.06.2020;Забайкальский край;3940;8966;4859;299;167;7;374;7509642
01.06.2020;Ивановская область;9650;16453;6665;281;138;4;728;7102522
01.06.2020;Иркутская область;13151;16871;3619;378;101;5;1042;16829365
01.06.2020;Кабардино-Балкарская Республика;11740;21878;9962;482;176;14;521;6060796
01.06.2020;Калининградская область;6513;11679;4998;149;168;0;268;6962193
01.06.2020;Калужская область;16874;29849;12739;603;236;5;588;7085092
01.06.2020;Камчатский край;4895;6973;2016;47;62;2;276;2208899
01.06.2020;Карачаево-Черкесская Республика;6836;9486;2606;110;44;3;513;3264135
01.06.2020;Кемеровская область (Кузбасс);2506;4460;1905;76;49;0;201;18864139
01.06.2020;Кировская область;6162;13795;7509;208;124;3;499;8982666
01.06.2020;Костромская область;2738;5894;3077;90;79;2;143;4503268
01.06.2020;Краснодарский край;7634;29053;21146;578;273;11;575;39223940
01.06.2020;Красноярский край;24058;33764;9391;600;315;10;1052;20135479
01.06.2020;Курганская область;812;1847;1035;65;0;0;57;5918759
01.06.2020;Курская область;11634;22940;11206;414;100;3;501;7806659
01.06.2020;Ленинградская область;7973;21230;13148;593;109;7;366;12696712
01.06.2020;Липецкая область;10749;16714;5914;276;51;2;454;8051407
01.06.2020;Магаданская область;519;1951;1411;22;21;0;84;1008637
01.06.2020;Москва;647459;1324039;657380;22535;19200;442;14226;87545276
01.06.2020;Московская область;220880;293757;69197;3371;3680;118;5237;52523695
01.06.2020;Мурманская область;7231;23701;16421;405;49;0;308;5274899
01.06.2020;Ненецкий автономный округ;432;536;104;4;0;0;8;307979
01.06.2020;Нижегородская область;46608;78127;30674;1144;845;38;2303;22643264
01.06.2020;Новгородская область;7736;10720;2925;50;59;1;395;4245332
01.06.2020;Новосибирская область;13476;22603;8871;250;256;9;737;19521943
01.06.2020;Омская область;7032;10859;3701;335;126;0;331;13720567
01.06.2020;Оренбургская область;5226;15039;9760;440;53;2;406;13844040
01.06.2020;Орловская область;8403;17963;9359;312;201;7;570;5230729
01.06.2020;Пензенская область;3536;18720;15021;579;163;7;611;9321585
01.06.2020;Пермский край;4786;13707;8748;317;173;8;422;18361854
01.06.2020;Приморский край;6370;15468;8953;369;145;4;380;13391259
01.06.2020;Псковская область;4504;7343;2764;97;75;2;408;4455822
01.06.2020;Республика Адыгея;3127;6587;3395;206;65;1;171;3173632
01.06.2020;Республика Алтай;436;1048;612;29;0;0;50;1526441
01.06.2020;Республика Башкортостан;16460;25342;8756;321;126;0;668;28443051
01.06.2020;Республика Бурятия;4756;11495;6667;262;72;1;318;6891577
01.06.2020;Республика Дагестан;4830;38316;31492;135;1994;68;903;21447195
01.06.2020;Республика Ингушетия;7053;15633;8177;660;403;11;259;3416301
01.06.2020;Республика Калмыкия;3729;7847;4008;140;110;1;114;1927891
01.06.2020;Республика Карелия;2227;3649;1410;56;12;1;184;4357388
01.06.2020;Республика Коми;4329;10188;5684;181;175;2;242;5886111
01.06.2020;Республика Крым;835;2805;1940;85;30;2;49;13396117
01.06.2020;Республика Марий Эл;2486;13551;10969;348;96;2;287;4776331
01.06.2020;Республика Мордовия;7288;14385;6993;324;104;6;290;5635392
01.06.2020;Республика Саха (Якутия);8302;16044;7662;454;80;7;601;6750310
01.06.2020;Республика Северная Осетия — Алания;4039;22036;17606;1114;391;11;326;4912355
01.06.2020;Республика Татарстан;1951;23808;21787;861;70;0;364;27259988
01.06.2020;Республика Тыва;7797;9281;1470;176;14;0;552;2252054
01.06.2020;Республика Хакасия;2844;7475;4561;194;70;0;164;3762591
01.06.2020;Ростовская область;24367;38951;14287;593;297;9;1408;29543164
01.06.2020;Рязанская область;17866;26588;8657;492;65;3;505;7850318
01.06.2020;Самарская область;11337;20037;8537;400;163;7;502;22354598
01.06.2020;Санкт-Петербург;72982;122015;47079;2079;1954;173;2560;37463545
01.06.2020;Саратовская область;14560;24230;9426;394;244;2;685;17240650
01.06.2020;Сахалинская область;631;1059;428;18;0;0;73;3431267
01.06.2020;Свердловская область;26343;46344;19756;1066;245;14;1970;30276792
01.06.2020;Севастополь;191;1197;985;14;21;0;15;3056690
01.06.2020;Смоленская область;11844;18708;6578;329;286;6;828;6645436
01.06.2020;Ставропольский край;10191;19745;9184;403;370;14;594;19604718
01.06.2020;Тамбовская область;13128;22691;9508;384;55;1;456;7234864
01.06.2020;Тверская область;3599;12772;8932;339;241;19;451;8987111
01.06.2020;Томская область;2904;5639;2658;117;77;0;234;7547960
01.06.2020;Тульская область;14682;30041;15053;631;306;13;765;10442985
01.06.2020;Тюменская область;5781;12525;6678;245;66;4;270;10491453
01.06.2020;Удмуртская Республика;2489;5696;3123;56;84;0;284;10591308
01.06.2020;Ульяновская область;14068;20086;5937;241;81;6;702;8726326
01.06.2020;Хабаровский край;7892;16360;8369;299;99;6;456;9298114
01.06.2020;Ханты-Мансийский автономный округ - Югра;13832;20838;6876;344;130;2;910;11585518
01.06.2020;Челябинская область;12269;22868;10444;463;155;12;819;24451252
01.06.2020;Чеченская Республика;2451;9057;6510;162;96;1;118;10058867
01.06.2020;Чувашская Республика;12473;22594;10017;383;104;2;590;8617819
01.06.2020;Чукотский автономный округ;218;644;419;11;7;0;26;345436
01.06.2020;Ямало-Ненецкий автономный округ;8907;17788;8806;454;75;2;319;3769829
01.06.2020;Ярославская область;17120;24003;6781;420;102;1;514;8859788
08.06.2020;Алтайский край;8156;18145;9868;571;121;5;476;16450560
08.06.2020;Амурская область;3933;6157;2188;107;36;1;316;5588968
08.06.2020;Архангельская область;16502;23410;6809;201;99;10;828;7777217
08.06.2020;Астраханская область;7213;17881;10506;415;162;2;440;7122598
08.06.2020;Белгородская область;9248;21954;12483;746;223;9;524;10849132
08.06.2020;Брянская область;9684;33138;23233;692;221;1;647;8476874
08.06.2020;Владимирская область;12306;23295;10711;601;278;15;423;9648359
08.06.2020;Волгоградская область;18952;30442;11315;339;175;4;764;17648932
08.06.2020;Вологодская область;3680;8355;4588;228;87;2;200;8236823
08.06.2020;Воронежская область;13168;26297;12997;294;132;6;1603;16336376
08.06.2020;Еврейская автономная область;641;2528;1859;29;28;0;31;1134098
08.06.2020;Забайкальский край;5089;12398;7059;286;250;13;525;7509642
08.06.2020;Ивановская область;12794;21881;8909;314;178;5;712;7102522
08.06.2020;Иркутская область;17722;24233;6377;301;134;4;1236;16829365
08.06.2020;Кабардино-Балкарская Республика;12599;25598;12757;311;242;7;547;6060796
08.06.2020;Калининградская область;6963;13604;6440;205;201;7;296;6962193
08.06.2020;Калужская область;17188;33906;16456;388;262;3;580;7085092
08.06.2020;Камчатский край;6440;9166;2656;122;70;0;329;2208899
08.06.2020;Карачаево-Черкесская Республика;9724;13262;3475;123;63;1;576;3264135
08.06.2020;Кемеровская область (Кузбасс);3610;6185;2526;96;49;0;298;18864139
08.06.2020;Кировская область;6868;16875;9848;431;159;6;365;8982666
08.06.2020;Костромская область;3266;7195;3845;108;84;0;235;4503268
08.06.2020;Краснодарский край;8110;33127;24682;386;335;9;571;39223940
08.06.2020;Красноярский край;27510;41830;13917;711;403;15;1193;20135479
08.06.2020;Курганская область;965;2402;1437;40;0;0;96;5918759
08.06.2020;Курская область;12232;26394;14029;350;133;6;493;7806659
08.06.2020;Ленинградская область;6237;23765;17376;512;152;5;365;12696712
08.06.2020;Липецкая область;11606;19719;8054;284;59;1;418;8051407
08.06.2020;Магаданская область;1266;2814;1521;14;27;1;153;1008637
08.06.2020;Москва;585302;1409882;802659;18977;21921;362;10888;87545276
08.06.2020;Московская область;226216;330243;99571;5111;4456;111;5121;52523695
08.06.2020;Мурманская область;8088;26363;18226;200;49;0;416;5274899
08.06.2020;Ненецкий автономный округ;389;564;175;16;0;0;2;307979
08.06.2020;Нижегородская область;49074;92892;42739;1921;1079;32;1858;22643264
08.06.2020;Новгородская область;9765;13090;3246;45;79;3;335;4245332
08.06.2020;Новосибирская область;15122;27749;12289;779;338;14;739;19521943
08.06.2020;Омская область;6713;13992;7133;534;146;5;529;13720567
08.06.2020;Оренбургская область;5387;18075;12619;288;69;3;437;13844040
08.06.2020;Орловская область;11530;22947;11178;225;239;3;689;5230729
08.06.2020;Пензенская область;4789;23891;18903;481;199;5;786;9321585
08.06.2020;Пермский край;5626;17036;11178;379;232;10;552;18361854
08.06.2020;Приморский край;7102;18478;11201;240;175;3;511;13391259
08.06.2020;Псковская область;6789;10276;3385;80;102;7;508;4455822
08.06.2020;Республика Адыгея;3535;8395;4780;194;80;2;286;3173632
08.06.2020;Республика Алтай;702;1505;803;28;0;0;84;1526441
08.06.2020;Республика Башкортостан;17933;29849;11790;416;126;0;558;28443051
08.06.2020;Республика Бурятия;5728;14152;8347;261;77;0;418;6891577
08.06.2020;Республика Дагестан;9083;43881;32625;169;2173;13;699;21447195
08.06.2020;Республика Ингушетия;4355;17326;12538;608;433;1;245;3416301
08.06.2020;Республика Калмыкия;3188;8520;5214;197;118;2;95;1927891
08.06.2020;Республика Карелия;3040;4868;1814;63;14;0;170;4357388
08.06.2020;Республика Коми;6043;13003;6768;140;192;2;702;5886111
08.06.2020;Республика Крым;826;3284;2415;48;43;2;88;13396117
08.06.2020;Республика Марий Эл;1917;15673;13639;382;117;3;314;4776331
08.06.2020;Республика Мордовия;7767;16918;9016;347;135;3;411;5635392
08.06.2020;Республика Саха (Якутия);8242;19775;11404;551;129;5;506;6750310
08.06.2020;Республика Северная Осетия — Алания;1533;24068;22116;146;419;9;264;4912355
08.06.2020;Республика Татарстан;1164;26375;25141;140;70;0;356;27259988
08.06.2020;Республика Тыва;12027;14515;2474;119;14;0;887;2252054
08.06.2020;Республика Хакасия;2507;8623;6046;156;70;0;204;3762591
08.06.2020;Ростовская область;29423;48532;18701;621;408;20;1315;29543164
